ID	ID_merged	date	siteID	elevation_m_asl	blockID	warming	individual_nr	species	trait	value	merged	flag
GYZ8905	GYZ8905	2022-07-30	Skjelingahaugen	1088	Skj_1	C	6	Saussurea alpina	c_n	14.646258503401361	NA	NA
GYZ8905	GYZ8905	2022-07-30	Skjelingahaugen	1088	Skj_1	C	6	Saussurea alpina	d15n	-2.7929999999999997	NA	NA
GYZ8905	GYZ8905	2022-07-30	Skjelingahaugen	1088	Skj_1	C	6	Saussurea alpina	d13c	-27.096	NA	NA
HCG0783	HCG0783	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Saussurea alpina	c_percent	43.82	NA	NA
HCG0783	HCG0783	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Saussurea alpina	n_percent	2.77	NA	NA
HCG0783	HCG0783	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Saussurea alpina	c_n	15.819494584837544	NA	NA
HCG0783	HCG0783	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Saussurea alpina	d15n	-1.996	NA	NA
HCG0783	HCG0783	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Saussurea alpina	d13c	-27.270000000000003	NA	NA
GKS7226	GKS7226	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Sibbaldia procumbens	c_percent	44.82	NA	NA
GKS7226	GKS7226	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Sibbaldia procumbens	n_percent	1.33	NA	NA
GKS7226	GKS7226	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Sibbaldia procumbens	c_n	33.69924812030075	NA	NA
GKS7226	GKS7226	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Sibbaldia procumbens	d15n	-2.379	NA	NA
GKS7226	GKS7226	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Sibbaldia procumbens	d13c	-26.877000000000002	NA	NA
DPS8987	DPS8987	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Poa alpina	c_percent	41.41	NA	NA
DPS8987	DPS8987	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Poa alpina	n_percent	1.04	NA	NA
DPS8987	DPS8987	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Poa alpina	c_n	39.817307692307686	NA	NA
DPS8987	DPS8987	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Poa alpina	d15n	0.3670000000000001	NA	NA
DPS8987	DPS8987	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Poa alpina	d13c	-27.235000000000003	NA	NA
GZC4001	GZC4001	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Sibbaldia procumbens	c_percent	44.3	NA	NA
GZC4001	GZC4001	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Sibbaldia procumbens	n_percent	1.63	NA	NA
GZC4001	GZC4001	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Sibbaldia procumbens	c_n	27.177914110429448	NA	NA
GZC4001	GZC4001	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Sibbaldia procumbens	d15n	-3.0069999999999997	NA	NA
GZC4001	GZC4001	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Sibbaldia procumbens	d13c	-26.191000000000003	NA	NA
GKV3280	GKV3280	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Thalictrum alpinum	c_percent	45.35	NA	NA
GKV3280	GKV3280	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Thalictrum alpinum	n_percent	3.01	NA	NA
GKV3280	GKV3280	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Thalictrum alpinum	c_n	15.066445182724253	NA	NA
GKV3280	GKV3280	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Thalictrum alpinum	d15n	-1.895	NA	NA
GKV3280	GKV3280	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Thalictrum alpinum	d13c	-28.830000000000002	NA	NA
GZD6895	GZD6895_GKO7884	2022-07-30	Skjelingahaugen	1088	Skj_1	C	3	Thalictrum alpinum	c_percent	42.57	NA	NA
GKO7884	GZD6895_GKO7884	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Thalictrum alpinum	c_percent	42.57	NA	NA
GZD6895	GZD6895_GKO7884	2022-07-30	Skjelingahaugen	1088	Skj_1	C	3	Thalictrum alpinum	n_percent	2.68	NA	NA
GKO7884	GZD6895_GKO7884	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Thalictrum alpinum	n_percent	2.68	NA	NA
GZD6895	GZD6895_GKO7884	2022-07-30	Skjelingahaugen	1088	Skj_1	C	3	Thalictrum alpinum	c_n	15.884328358208954	NA	NA
GKO7884	GZD6895_GKO7884	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Thalictrum alpinum	c_n	15.884328358208954	NA	NA
GZD6895	GZD6895_GKO7884	2022-07-30	Skjelingahaugen	1088	Skj_1	C	3	Thalictrum alpinum	d15n	-2.461	NA	NA
GKO7884	GZD6895_GKO7884	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Thalictrum alpinum	d15n	-2.461	NA	NA
GZD6895	GZD6895_GKO7884	2022-07-30	Skjelingahaugen	1088	Skj_1	C	3	Thalictrum alpinum	d13c	-28.507	NA	NA
GKO7884	GZD6895_GKO7884	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Thalictrum alpinum	d13c	-28.507	NA	NA
GZG6707	GZG6707_GZH6776	2022-07-30	Skjelingahaugen	1088	Skj_1	C	3	Veronica alpina	c_percent	48.65	NA	NA
GZH6776	GZG6707_GZH6776	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Veronica alpina	c_percent	48.65	NA	NA
GZG6707	GZG6707_GZH6776	2022-07-30	Skjelingahaugen	1088	Skj_1	C	3	Veronica alpina	n_percent	1.74	NA	NA
GZH6776	GZG6707_GZH6776	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Veronica alpina	n_percent	1.74	NA	NA
GZG6707	GZG6707_GZH6776	2022-07-30	Skjelingahaugen	1088	Skj_1	C	3	Veronica alpina	c_n	27.95977011494253	NA	NA
GZH6776	GZG6707_GZH6776	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Veronica alpina	c_n	27.95977011494253	NA	NA
GZG6707	GZG6707_GZH6776	2022-07-30	Skjelingahaugen	1088	Skj_1	C	3	Veronica alpina	d15n	-2.355	NA	NA
GZH6776	GZG6707_GZH6776	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Veronica alpina	d15n	-2.355	NA	NA
GZG6707	GZG6707_GZH6776	2022-07-30	Skjelingahaugen	1088	Skj_1	C	3	Veronica alpina	d13c	-28.473000000000003	NA	NA
GZH6776	GZG6707_GZH6776	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Veronica alpina	d13c	-28.473000000000003	NA	NA
GZI2761	GZI2761_GZE8597	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Viola palustris	c_percent	44.99	NA	NA
GZE8597	GZI2761_GZE8597	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Viola palustris	c_percent	44.99	NA	NA
GZI2761	GZI2761_GZE8597	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Viola palustris	n_percent	2.76	NA	NA
GZE8597	GZI2761_GZE8597	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Viola palustris	n_percent	2.76	NA	NA
GZI2761	GZI2761_GZE8597	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Viola palustris	c_n	16.30072463768116	NA	NA
GZE8597	GZI2761_GZE8597	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Viola palustris	c_n	16.30072463768116	NA	NA
GZI2761	GZI2761_GZE8597	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Viola palustris	d15n	-1.006	NA	NA
GZE8597	GZI2761_GZE8597	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Viola palustris	d15n	-1.006	NA	NA
GZI2761	GZI2761_GZE8597	2022-07-30	Skjelingahaugen	1088	Skj_1	C	1	Viola palustris	d13c	-27.990000000000002	NA	NA
GZE8597	GZI2761_GZE8597	2022-07-30	Skjelingahaugen	1088	Skj_1	C	2	Viola palustris	d13c	-27.990000000000002	NA	NA
GAN7322	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Agrostis capillaris	c_percent	45.27	NA	NA
GAJ2854	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Agrostis capillaris	c_percent	45.27	NA	NA
GZW2735	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Agrostis capillaris	c_percent	45.27	NA	NA
GAN7322	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Agrostis capillaris	n_percent	2.72	NA	NA
GAJ2854	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Agrostis capillaris	n_percent	2.72	NA	NA
GZW2735	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Agrostis capillaris	n_percent	2.72	NA	NA
GAN7322	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Agrostis capillaris	c_n	16.643382352941178	NA	NA
GAJ2854	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Agrostis capillaris	c_n	16.643382352941178	NA	NA
GZW2735	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Agrostis capillaris	c_n	16.643382352941178	NA	NA
GAN7322	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Agrostis capillaris	d15n	-0.5369999999999999	NA	NA
GAJ2854	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Agrostis capillaris	d15n	-0.5369999999999999	NA	NA
GZW2735	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Agrostis capillaris	d15n	-0.5369999999999999	NA	NA
GAN7322	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Agrostis capillaris	d13c	-29.072000000000003	NA	NA
GAJ2854	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Agrostis capillaris	d13c	-29.072000000000003	NA	NA
GZW2735	GAN7322_GAJ2854_GZW2735	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Agrostis capillaris	d13c	-29.072000000000003	NA	NA
DKJ5374	DKJ5374	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Alchemilla alpina	c_percent	44.41	NA	NA
DKJ5374	DKJ5374	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Alchemilla alpina	n_percent	1.37	NA	NA
DKJ5374	DKJ5374	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Alchemilla alpina	c_n	32.41605839416058	NA	NA
DKJ5374	DKJ5374	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Alchemilla alpina	d15n	-2.028	NA	NA
DKJ5374	DKJ5374	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Alchemilla alpina	d13c	-28.016000000000002	NA	NA
DLV4976	DLV4976_DLB9991	2022-07-27	Gudmedalen	1213	Gud_1	C	4	Anthoxanthum odoratum	c_percent	45.21	NA	NA
DLB9991	DLV4976_DLB9991	2022-07-27	Gudmedalen	1213	Gud_1	C	5	Anthoxanthum odoratum	c_percent	45.21	NA	NA
DLV4976	DLV4976_DLB9991	2022-07-27	Gudmedalen	1213	Gud_1	C	4	Anthoxanthum odoratum	n_percent	2.25	NA	NA
DLB9991	DLV4976_DLB9991	2022-07-27	Gudmedalen	1213	Gud_1	C	5	Anthoxanthum odoratum	n_percent	2.25	NA	NA
DLV4976	DLV4976_DLB9991	2022-07-27	Gudmedalen	1213	Gud_1	C	4	Anthoxanthum odoratum	c_n	20.093333333333334	NA	NA
DLB9991	DLV4976_DLB9991	2022-07-27	Gudmedalen	1213	Gud_1	C	5	Anthoxanthum odoratum	c_n	20.093333333333334	NA	NA
DLV4976	DLV4976_DLB9991	2022-07-27	Gudmedalen	1213	Gud_1	C	4	Anthoxanthum odoratum	d15n	-1.522	NA	NA
DLB9991	DLV4976_DLB9991	2022-07-27	Gudmedalen	1213	Gud_1	C	5	Anthoxanthum odoratum	d15n	-1.522	NA	NA
DLV4976	DLV4976_DLB9991	2022-07-27	Gudmedalen	1213	Gud_1	C	4	Anthoxanthum odoratum	d13c	-29.474	NA	NA
DLB9991	DLV4976_DLB9991	2022-07-27	Gudmedalen	1213	Gud_1	C	5	Anthoxanthum odoratum	d13c	-29.474	NA	NA
EJI6479	EJI6479	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Astragalus alpinus	c_percent	42.63	NA	NA
EJI6479	EJI6479	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Astragalus alpinus	n_percent	4.59	NA	NA
EJI6479	EJI6479	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Astragalus alpinus	c_n	9.287581699346406	NA	NA
EJI6479	EJI6479	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Astragalus alpinus	d15n	-2.08	NA	NA
EJI6479	EJI6479	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Astragalus alpinus	d13c	-29.67	NA	NA
DIK4930	DIK4930	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Astragalus alpinus	c_percent	46.42	NA	NA
DIK4930	DIK4930	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Astragalus alpinus	n_percent	4.11	NA	NA
DIK4930	DIK4930	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Astragalus alpinus	c_n	11.294403892944038	NA	NA
DIK4930	DIK4930	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Astragalus alpinus	d15n	-1.788	NA	NA
DIK4930	DIK4930	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Astragalus alpinus	d13c	-29.998	NA	NA
EJJ3723	EJJ3723	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Astragalus alpinus	c_percent	45.62	NA	NA
EJJ3723	EJJ3723	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Astragalus alpinus	n_percent	3.84	NA	NA
EJJ3723	EJJ3723	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Astragalus alpinus	c_n	11.880208333333334	NA	NA
EJJ3723	EJJ3723	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Astragalus alpinus	d15n	-1.912	NA	NA
EJJ3723	EJJ3723	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Astragalus alpinus	d13c	-29.979	NA	NA
DIR0356	DIR0356	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Bistorta vivipara	c_percent	44.75	NA	NA
DIR0356	DIR0356	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Bistorta vivipara	n_percent	2.15	NA	NA
DIR0356	DIR0356	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Bistorta vivipara	c_n	20.813953488372093	NA	NA
DIR0356	DIR0356	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Bistorta vivipara	d15n	0.10299999999999998	NA	NA
DIR0356	DIR0356	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Bistorta vivipara	d13c	-29.514	NA	NA
DIQ8672	DIQ8672	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Bistorta vivipara	c_percent	45.51	NA	NA
DIQ8672	DIQ8672	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Bistorta vivipara	n_percent	2.92	NA	NA
DIQ8672	DIQ8672	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Bistorta vivipara	c_n	15.585616438356164	NA	NA
DIQ8672	DIQ8672	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Bistorta vivipara	d15n	0.7509999999999999	NA	NA
DIQ8672	DIQ8672	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Bistorta vivipara	d13c	-29.057	NA	NA
EJL3434	EJL3434	2022-07-27	Gudmedalen	1213	Gud_1	C	4	Bistorta vivipara	c_percent	46.76	NA	NA
EJL3434	EJL3434	2022-07-27	Gudmedalen	1213	Gud_1	C	4	Bistorta vivipara	n_percent	3.86	NA	NA
EJL3434	EJL3434	2022-07-27	Gudmedalen	1213	Gud_1	C	4	Bistorta vivipara	c_n	12.1139896373057	NA	NA
EJL3434	EJL3434	2022-07-27	Gudmedalen	1213	Gud_1	C	4	Bistorta vivipara	d15n	0.857	NA	NA
EJL3434	EJL3434	2022-07-27	Gudmedalen	1213	Gud_1	C	4	Bistorta vivipara	d13c	-28.657	NA	NA
EDS0348	EDS0348	2022-07-27	Gudmedalen	1213	Gud_1	C	5	Bistorta vivipara	c_percent	47.01	NA	NA
EDS0348	EDS0348	2022-07-27	Gudmedalen	1213	Gud_1	C	5	Bistorta vivipara	n_percent	3.72	NA	NA
EDS0348	EDS0348	2022-07-27	Gudmedalen	1213	Gud_1	C	5	Bistorta vivipara	c_n	12.637096774193548	NA	NA
EDS0348	EDS0348	2022-07-27	Gudmedalen	1213	Gud_1	C	5	Bistorta vivipara	d15n	-0.476	NA	NA
EDS0348	EDS0348	2022-07-27	Gudmedalen	1213	Gud_1	C	5	Bistorta vivipara	d13c	-28.95	NA	NA
DIS0706	DIS0706	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Bistorta vivipara	c_percent	43.24	NA	NA
DIS0706	DIS0706	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Bistorta vivipara	n_percent	2.71	NA	NA
DIS0706	DIS0706	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Bistorta vivipara	c_n	15.955719557195573	NA	NA
DIS0706	DIS0706	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Bistorta vivipara	d15n	0.929	NA	NA
DIS0706	DIS0706	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Bistorta vivipara	d13c	-29.624	NA	NA
EJG3575	EJG3575_DVL3114	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Nardus stricta	c_percent	45.53	NA	NA
DVL3114	EJG3575_DVL3114	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Nardus stricta	c_percent	45.53	NA	NA
EJG3575	EJG3575_DVL3114	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Nardus stricta	n_percent	2.08	NA	NA
DVL3114	EJG3575_DVL3114	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Nardus stricta	n_percent	2.08	NA	NA
EJG3575	EJG3575_DVL3114	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Nardus stricta	c_n	21.889423076923077	NA	NA
DVL3114	EJG3575_DVL3114	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Nardus stricta	c_n	21.889423076923077	NA	NA
EJG3575	EJG3575_DVL3114	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Nardus stricta	d15n	-0.916	NA	NA
DVL3114	EJG3575_DVL3114	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Nardus stricta	d15n	-0.916	NA	NA
EJG3575	EJG3575_DVL3114	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Nardus stricta	d13c	-27.512	NA	NA
DVL3114	EJG3575_DVL3114	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Nardus stricta	d13c	-27.512	NA	NA
EJH2857	EJH2857	2022-07-27	Gudmedalen	1213	Gud_2	C	2	Astragalus alpinus	c_percent	44	NA	NA
EJH2857	EJH2857	2022-07-27	Gudmedalen	1213	Gud_2	C	2	Astragalus alpinus	n_percent	4.08	NA	NA
EJH2857	EJH2857	2022-07-27	Gudmedalen	1213	Gud_2	C	2	Astragalus alpinus	c_n	10.784313725490195	NA	NA
EJH2857	EJH2857	2022-07-27	Gudmedalen	1213	Gud_2	C	2	Astragalus alpinus	d15n	-1.493	NA	NA
EJH2857	EJH2857	2022-07-27	Gudmedalen	1213	Gud_2	C	2	Astragalus alpinus	d13c	-30.169	NA	NA
DIP6370	DIP6370	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Carex vaginata	c_percent	45.32	NA	NA
DIP6370	DIP6370	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Carex vaginata	n_percent	2.03	NA	NA
DIP6370	DIP6370	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Carex vaginata	c_n	22.325123152709363	NA	NA
DIP6370	DIP6370	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Carex vaginata	d15n	4.227	NA	NA
DIP6370	DIP6370	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Carex vaginata	d13c	-29.485	NA	NA
DZM2568	DZM2568	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Betula nana	c_percent	47.38	NA	NA
DZM2568	DZM2568	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Betula nana	n_percent	3.25	NA	NA
DZM2568	DZM2568	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Betula nana	c_n	14.57846153846154	NA	NA
DZM2568	DZM2568	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Betula nana	d15n	-2.568	NA	NA
DZM2568	DZM2568	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Betula nana	d13c	-31.203	NA	NA
EAY0725	EAY0725	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Betula nana	c_percent	47.76	NA	NA
EAY0725	EAY0725	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Betula nana	n_percent	2.63	NA	NA
EAY0725	EAY0725	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Betula nana	c_n	18.159695817490494	NA	NA
EAY0725	EAY0725	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Betula nana	d15n	1.553	NA	NA
EAY0725	EAY0725	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Betula nana	d13c	-30.511	NA	NA
DZG0525	DZG0525	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Veronica alpina	c_percent	46.56	NA	NA
DZG0525	DZG0525	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Veronica alpina	n_percent	2.08	NA	NA
DZG0525	DZG0525	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Veronica alpina	c_n	22.384615384615383	NA	NA
DZG0525	DZG0525	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Veronica alpina	d15n	-0.671	NA	NA
DZG0525	DZG0525	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Veronica alpina	d13c	-29.444	NA	NA
GZT5746	GZT5746	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Alchemilla sp	c_percent	45.95	NA	NA
GZT5746	GZT5746	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Alchemilla sp	n_percent	3.15	NA	NA
GZT5746	GZT5746	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Alchemilla sp	c_n	14.587301587301589	NA	NA
GZT5746	GZT5746	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Alchemilla sp	d15n	3.17	NA	NA
GZT5746	GZT5746	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Alchemilla sp	d13c	-27.282	NA	NA
FZS3935	FZS3935	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Alchemilla sp	c_percent	46.56	NA	NA
FZS3935	FZS3935	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Alchemilla sp	n_percent	2.44	NA	NA
FZS3935	FZS3935	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Alchemilla sp	c_n	19.081967213114755	NA	NA
FZS3935	FZS3935	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Alchemilla sp	d15n	-3.346	NA	NA
FZS3935	FZS3935	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Alchemilla sp	d13c	-27.756	NA	NA
FZO3449	FZO3449	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Alchemilla sp	c_percent	44.72	NA	NA
FZO3449	FZO3449	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Alchemilla sp	n_percent	2.92	NA	NA
FZO3449	FZO3449	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Alchemilla sp	c_n	15.315068493150685	NA	NA
FZO3449	FZO3449	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Alchemilla sp	d15n	-5.300000000000001	NA	NA
FZO3449	FZO3449	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Alchemilla sp	d13c	-27.201	NA	NA
HIY1330	HIY1330_GCP1712	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Anthoxanthum odoratum	c_percent	43.95	NA	NA
GCP1712	HIY1330_GCP1712	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Anthoxanthum odoratum	c_percent	43.95	NA	NA
HIY1330	HIY1330_GCP1712	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Anthoxanthum odoratum	n_percent	2.62	NA	NA
GCP1712	HIY1330_GCP1712	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Anthoxanthum odoratum	n_percent	2.62	NA	NA
HIY1330	HIY1330_GCP1712	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Anthoxanthum odoratum	c_n	16.774809160305345	NA	NA
GCP1712	HIY1330_GCP1712	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Anthoxanthum odoratum	c_n	16.774809160305345	NA	NA
HIY1330	HIY1330_GCP1712	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Anthoxanthum odoratum	d15n	-1.445	NA	NA
GCP1712	HIY1330_GCP1712	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Anthoxanthum odoratum	d15n	-1.445	NA	NA
HIY1330	HIY1330_GCP1712	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Anthoxanthum odoratum	d13c	-29.213	NA	NA
GCP1712	HIY1330_GCP1712	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Anthoxanthum odoratum	d13c	-29.213	NA	NA
HIO2809	HIO2809	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Bistorta vivipara	c_percent	44.84	NA	NA
HIO2809	HIO2809	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Bistorta vivipara	n_percent	4.03	NA	NA
HIO2809	HIO2809	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Bistorta vivipara	c_n	11.126550868486353	NA	NA
HIO2809	HIO2809	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Bistorta vivipara	d15n	-1.805	NA	NA
HIO2809	HIO2809	2022-07-30	Skjelingahaugen	1088	Skj_1	W	1	Bistorta vivipara	d13c	-28.218	NA	NA
HJC6329	HJC6329	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Bistorta vivipara	c_percent	48.72	NA	NA
HJC6329	HJC6329	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Bistorta vivipara	n_percent	4.53	NA	NA
HJC6329	HJC6329	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Bistorta vivipara	c_n	10.754966887417218	NA	NA
HJC6329	HJC6329	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Bistorta vivipara	d15n	-1.2850000000000001	NA	NA
HJC6329	HJC6329	2022-07-30	Skjelingahaugen	1088	Skj_1	W	3	Bistorta vivipara	d13c	-26.773	NA	NA
GCT0861	GCT0861	2022-07-30	Skjelingahaugen	1088	Skj_1	W	2	Bistorta vivipara	c_percent	38.35	NA	NA
